Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hyperthyroidism, Mood Swings, Weight Loss, Restlessness, Sweating, Diarrhoea, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hyperthyroidism, Fatigue, Weight Loss, Restlessness, Sweating, Diarrhoea, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hyperthyroidism, Fatigue, Mood Swings, Restlessness, Sweating, Diarrhoea, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hyperthyroidism, Fatigue, Mood Swings, Weight Loss, Sweating, Diarrhoea, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hyperthyroidism, Fatigue, Mood Swings, Weight Loss, Restlessness, Diarrhoea, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hyperthyroidism, Fatigue, Mood Swings, Weight Loss, Restlessness, Sweating, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hyperthyroidism, Fatigue, Mood Swings, Weight Loss, Restlessness, Sweating, Diarrhoea, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hyperthyroidism, Fatigue, Mood Swings, Weight Loss, Restlessness, Sweating, Diarrhoea, Fast Heart Rate, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Slurred Speech, Irritability, Palpitations,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,
Hypoglycemia, Fatigue, Anxiety, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,,
Hypoglycemia, Vomiting, Anxiety, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,,
Hypoglycemia, Vomiting, Fatigue, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Headache, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Headache, Nausea, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,
Osteoarthristis, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,,
Osteoarthristis, Joint Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Swelling Joints, Painful Walking,,,,,,,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Painful Walking,,,,,,,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints,,,,,,,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,
Arthritis, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,,
Arthritis, Muscle Weakness, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Movement Stiffness, Painful Walking,,,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Painful Walking,,,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness,,,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Headache, Nausea, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Nausea, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Loss Of Balance, Unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning Movements, Unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning Movements, Loss Of Balance,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Loss Of Balance, Unsteadiness,,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Blackheads, Scurring,,,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Blackheads, Scurring,,,,,,,,,,,,,
Acne, Pus Filled Pimples, Blackheads, Scurring,,,,,,,,,,,,,,
Acne, Skin Rash, Blackheads, Scurring,,,,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Scurring,,,,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Blackheads,,,,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Blackheads, Scurring,,,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Blackheads,,,,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Scurring,,,,,,,,,,,,,,
Acne, Skin Rash, Blackheads, Scurring,,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Foul Smell Of Urine, Continuous Feel Of Urine,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Foul Smell Of Urine, Continuous Feel Of Urine,,,,,,,,,,,,,
Urinary tract infection, Bladder Discomfort, Foul Smell Of Urine, Continuous Feel Of Urine,,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Foul Smell Of Urine, Continuous Feel Of Urine,,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Continuous Feel Of Urine,,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Foul Smell Of Urine,,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Foul Smell Of Urine, Continuous Feel Of Urine,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Continuous Feel Of Urine,,,,,,,,,,,,,,
Urinary tract infection, Bladder Discomfort, Foul Smell Of Urine, Continuous Feel Of Urine,,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Continuous Feel Of Urine,,,,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,
Psoriasis, Joint Pain, Skin Peeling, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,,
Psoriasis, Skin Rash, Skin Peeling, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Silver Like Dusting, Inflammatory Nails,,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Silver Like Dusting, Small Dents In Nails,,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,
Impetigo, Skin Rash, High Fever, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,
Impetigo, Skin Rash, High Fever, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,
Impetigo, High Fever, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,,
Impetigo, Skin Rash, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,,
Impetigo, Skin Rash, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,,
Impetigo, Skin Rash, High Fever, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,,
Impetigo, Skin Rash, High Fever, Blister, Yellow Crust Ooze,,,,,,,,,,,,,
Impetigo, Skin Rash, High Fever, Blister, Red Sore Around Nose,,,,,,,,,,,,,
Impetigo, Skin Rash, High Fever, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,
Impetigo, Skin Rash, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,,
Fungal infection,Itching, Skin Rash, Nodal Skin Eruptions, Dischromic  Patches,,,,,,,,,,,,,
Allergy, Continuous Sneezing, Shivering, Chills, Watering From Eyes,,,,,,,,,,,,,
GERD, Stomach Pain, Acidity, Ulcers On Tongue, Vomiting, Cough, Chest Pain,,,,,,,,,,,
Chronic cholestasis,Itching, Vomiting, Yellowish Skin, Nausea, Loss Of Appetite, Abdominal Pain, Yellowing Of Eyes,,,,,,,,,,
Drug Reaction,Itching, Skin Rash, Stomach Pain, Burning Micturition, Spotting  Urination,,,,,,,,,,,,
Peptic ulcer diseae, Vomiting, Indigestion, Loss Of Appetite, Abdominal Pain, Passage Of Gases, Internal Itching,,,,,,,,,,,
AIDS, Muscle Wasting, Patches In Throat, High Fever, Extra Marital Contacts,,,,,,,,,,,,,
Diabetes , Fatigue, Weight Loss, Restlessness, Lethargy, Irregular Sugar Level, Blurred And Distorted Vision, Obesity, Excessive Hunger, Increased Appetite, Polyuria,,,,,,,
Gastroenteritis, Vomiting, Sunken Eyes, Dehydration, Diarrhoea,,,,,,,,,,,,,
Bronchial Asthma, Fatigue, Cough, High Fever, Breathlessness, Family History, Mucoid Sputum,,,,,,,,,,,
Hypertension , Headache, Chest Pain, Dizziness, Loss Of Balance, Lack Of Concentration,,,,,,,,,,,,
Migraine, Acidity, Indigestion, Headache, Blurred And Distorted Vision, Excessive Hunger, Stiff Neck, Depression, Irritability, Visual Disturbances,,,,,,,,
Cervical spondylosis, Back Pain, Weakness In Limbs, Neck Pain, Dizziness, Loss Of Balance,,,,,,,,,,,,
Paralysis (brain hemorrhage), Vomiting, Headache, Weakness Of One Body Side, Altered Sensorium,,,,,,,,,,,,,
Jaundice,Itching, Vomiting, Fatigue, Weight Loss, High Fever, Yellowish Skin, Dark Urine, Abdominal Pain,,,,,,,,,
Malaria, Chills, Vomiting, High Fever, Sweating, Headache, Nausea, Diarrhoea, Muscle Pain,,,,,,,,,
Chicken pox,Itching, Skin Rash, Fatigue, Lethargy, High Fever, Headache, Loss Of Appetite, Mild Fever, Swelled Lymph Nodes, Malaise, Red Spots Over Body,,,,,,
Dengue, Skin Rash, Chills, Joint Pain, Vomiting, Fatigue, High Fever, Headache, Nausea, Loss Of Appetite, Pain Behind The Eyes, Back Pain, Malaise, Muscle Pain, Red Spots Over Body,,,
Typhoid, Chills, Vomiting, Fatigue, High Fever, Headache, Nausea, Constipation, Abdominal Pain, Diarrhoea, Toxic Look (Typhos), Belly Pain,,,,,,
hepatitis A, Joint Pain, Vomiting, Yellowish Skin, Dark Urine, Nausea, Loss Of Appetite, Abdominal Pain, Diarrhoea, Mild Fever, Yellowing Of Eyes, Muscle Pain,,,,,,
Hepatitis B,Itching, Fatigue, Lethargy, Yellowish Skin, Dark Urine, Loss Of Appetite, Abdominal Pain, Yellow Urine, Yellowing Of Eyes, Malaise, Receiving Blood Transfusion, Receiving Unsterile Injections,,,,,
Hepatitis C, Fatigue, Yellowish Skin, Nausea, Loss Of Appetite, Yellowing Of Eyes, Family History,,,,,,,,,,,
Hepatitis D, Joint Pain, Vomiting, Fatigue, Yellowish Skin, Dark Urine, Nausea, Loss Of Appetite, Abdominal Pain, Yellowing Of Eyes,,,,,,,,
Hepatitis E, Joint Pain, Vomiting, Fatigue, High Fever, Yellowish Skin, Dark Urine, Nausea, Loss Of Appetite, Abdominal Pain, Yellowing Of Eyes, Acute Liver Failure, Coma, Stomach Bleeding,,,,
Alcoholic hepatitis, Vomiting, Yellowish Skin, Abdominal Pain, Swelling Of Stomach, Distention Of Abdomen, History Of Alcohol Consumption, Fluid Overload,,,,,,,,,,
Tuberculosis, Chills, Vomiting, Fatigue, Weight Loss, Cough, High Fever, Breathlessness, Sweating, Loss Of Appetite, Mild Fever, Yellowing Of Eyes, Swelled Lymph Nodes, Malaise, Phlegm, Chest Pain, Blood In Sputum,
Common Cold, Continuous Sneezing, Chills, Fatigue, Cough, High Fever, Headache, Swelled Lymph Nodes, Malaise, Phlegm, Throat Irritation, Redness Of Eyes, Sinus Pressure, Runny Nose, Congestion, Chest Pain, Loss Of Smell, Muscle Pain
Pneumonia, Chills, Fatigue, Cough, High Fever, Breathlessness, Sweating, Malaise, Phlegm, Chest Pain, Fast Heart Rate, Rusty Sputum,,,,,,
Dimorphic hemmorhoids(piles), Constipation, Pain During Bowel Movements, Pain In Anal Region, Bloody Stool, Irritation In Anus,,,,,,,,,,,,
Heart attack, Vomiting, Breathlessness, Sweating, Chest Pain,,,,,,,,,,,,,
Varicose veins, Fatigue, Cramps, Bruising, Obesity, Swollen Legs, Swollen Blood Vessels, Prominent Veins On Calf,,,,,,,,,,
Hypothyroidism, Fatigue, Weight Gain, Cold Hands And Feets, Mood Swings, Lethargy, Dizziness, Puffy Face And Eyes, Enlarged Thyroid, Brittle Nails, Swollen Extremeties, Depression, Irritability, Abnormal Menstruation,,,,
Hyperthyroidism, Fatigue, Mood Swings, Weight Loss, Restlessness, Sweating, Diarrhoea, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Blackheads, Scurring,,,,,,,,,,,,,
Urinary tract infection, Burning Micturition, Bladder Discomfort, Foul Smell Of Urine, Continuous Feel Of Urine,,,,,,,,,,,,,
Psoriasis, Skin Rash, Joint Pain, Skin Peeling, Silver Like Dusting, Small Dents In Nails, Inflammatory Nails,,,,,,,,,,,
Impetigo, Skin Rash, High Fever, Blister, Red Sore Around Nose, Yellow Crust Ooze,,,,,,,,,,,,
Fungal infection,Itching, Skin Rash, Nodal Skin Eruptions, Dischromic  Patches,,,,,,,,,,,,,
Allergy, Continuous Sneezing, Shivering, Chills, Watering From Eyes,,,,,,,,,,,,,
GERD, Stomach Pain, Acidity, Ulcers On Tongue, Vomiting, Cough, Chest Pain,,,,,,,,,,,
Chronic cholestasis,Itching, Vomiting, Yellowish Skin, Nausea, Loss Of Appetite, Abdominal Pain, Yellowing Of Eyes,,,,,,,,,,
Drug Reaction,Itching, Skin Rash, Stomach Pain, Burning Micturition, Spotting  Urination,,,,,,,,,,,,
Peptic ulcer diseae, Vomiting, Indigestion, Loss Of Appetite, Abdominal Pain, Passage Of Gases, Internal Itching,,,,,,,,,,,
AIDS, Muscle Wasting, Patches In Throat, High Fever, Extra Marital Contacts,,,,,,,,,,,,,
Diabetes , Fatigue, Weight Loss, Restlessness, Lethargy, Irregular Sugar Level, Blurred And Distorted Vision, Obesity, Excessive Hunger, Increased Appetite, Polyuria,,,,,,,
Gastroenteritis, Vomiting, Sunken Eyes, Dehydration, Diarrhoea,,,,,,,,,,,,,
Bronchial Asthma, Fatigue, Cough, High Fever, Breathlessness, Family History, Mucoid Sputum,,,,,,,,,,,
Hypertension , Headache, Chest Pain, Dizziness, Loss Of Balance, Lack Of Concentration,,,,,,,,,,,,
Migraine, Acidity, Indigestion, Headache, Blurred And Distorted Vision, Excessive Hunger, Stiff Neck, Depression, Irritability, Visual Disturbances,,,,,,,,
Cervical spondylosis, Back Pain, Weakness In Limbs, Neck Pain, Dizziness, Loss Of Balance,,,,,,,,,,,,
Paralysis (brain hemorrhage), Vomiting, Headache, Weakness Of One Body Side, Altered Sensorium,,,,,,,,,,,,,
Jaundice,Itching, Vomiting, Fatigue, Weight Loss, High Fever, Yellowish Skin, Dark Urine, Abdominal Pain,,,,,,,,,
Malaria, Chills, Vomiting, High Fever, Sweating, Headache, Nausea, Diarrhoea, Muscle Pain,,,,,,,,,
Chicken pox,Itching, Skin Rash, Fatigue, Lethargy, High Fever, Headache, Loss Of Appetite, Mild Fever, Swelled Lymph Nodes, Malaise, Red Spots Over Body,,,,,,
Dengue, Skin Rash, Chills, Joint Pain, Vomiting, Fatigue, High Fever, Headache, Nausea, Loss Of Appetite, Pain Behind The Eyes, Back Pain, Malaise, Muscle Pain, Red Spots Over Body,,,
Typhoid, Chills, Vomiting, Fatigue, High Fever, Headache, Nausea, Constipation, Abdominal Pain, Diarrhoea, Toxic Look (Typhos), Belly Pain,,,,,,
hepatitis A, Joint Pain, Vomiting, Yellowish Skin, Dark Urine, Nausea, Loss Of Appetite, Abdominal Pain, Diarrhoea, Mild Fever, Yellowing Of Eyes, Muscle Pain,,,,,,
Hepatitis B,Itching, Fatigue, Lethargy, Yellowish Skin, Dark Urine, Loss Of Appetite, Abdominal Pain, Yellow Urine, Yellowing Of Eyes, Malaise, Receiving Blood Transfusion, Receiving Unsterile Injections,,,,,
Hepatitis C, Fatigue, Yellowish Skin, Nausea, Loss Of Appetite, Yellowing Of Eyes, Family History,,,,,,,,,,,
Hepatitis D, Joint Pain, Vomiting, Fatigue, Yellowish Skin, Dark Urine, Nausea, Loss Of Appetite, Abdominal Pain, Yellowing Of Eyes,,,,,,,,
Hepatitis E, Joint Pain, Vomiting, Fatigue, High Fever, Yellowish Skin, Dark Urine, Nausea, Loss Of Appetite, Abdominal Pain, Yellowing Of Eyes, Acute Liver Failure, Coma, Stomach Bleeding,,,,
Alcoholic hepatitis, Vomiting, Yellowish Skin, Abdominal Pain, Swelling Of Stomach, Distention Of Abdomen, History Of Alcohol Consumption, Fluid Overload,,,,,,,,,,
Tuberculosis, Chills, Vomiting, Fatigue, Weight Loss, Cough, High Fever, Breathlessness, Sweating, Loss Of Appetite, Mild Fever, Yellowing Of Eyes, Swelled Lymph Nodes, Malaise, Phlegm, Chest Pain, Blood In Sputum,
Common Cold, Continuous Sneezing, Chills, Fatigue, Cough, High Fever, Headache, Swelled Lymph Nodes, Malaise, Phlegm, Throat Irritation, Redness Of Eyes, Sinus Pressure, Runny Nose, Congestion, Chest Pain, Loss Of Smell, Muscle Pain
Pneumonia, Chills, Fatigue, Cough, High Fever, Breathlessness, Sweating, Malaise, Phlegm, Chest Pain, Fast Heart Rate, Rusty Sputum,,,,,,
Dimorphic hemmorhoids(piles), Constipation, Pain During Bowel Movements, Pain In Anal Region, Bloody Stool, Irritation In Anus,,,,,,,,,,,,
Heart attack, Vomiting, Breathlessness, Sweating, Chest Pain,,,,,,,,,,,,,
Varicose veins, Fatigue, Cramps, Bruising, Obesity, Swollen Legs, Swollen Blood Vessels, Prominent Veins On Calf,,,,,,,,,,
Hypothyroidism, Fatigue, Weight Gain, Cold Hands And Feets, Mood Swings, Lethargy, Dizziness, Puffy Face And Eyes, Enlarged Thyroid, Brittle Nails, Swollen Extremeties, Depression, Irritability, Abnormal Menstruation,,,,
Hyperthyroidism, Fatigue, Mood Swings, Weight Loss, Restlessness, Sweating, Diarrhoea, Fast Heart Rate, Excessive Hunger, Muscle Weakness, Irritability, Abnormal Menstruation,,,,,,
Hypoglycemia, Vomiting, Fatigue, Anxiety, Sweating, Headache, Nausea, Blurred And Distorted Vision, Excessive Hunger, Drying And Tingling Lips, Slurred Speech, Irritability, Palpitations,,,,,
Osteoarthristis, Joint Pain, Neck Pain, Knee Pain, Hip Joint Pain, Swelling Joints, Painful Walking,,,,,,,,,,,
Arthritis, Muscle Weakness, Stiff Neck, Swelling Joints, Movement Stiffness, Painful Walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo, Vomiting, Headache, Nausea, Spinning Movements, Loss Of Balance, Unsteadiness,,,,,,,,,,,
Acne, Skin Rash, Pus Filled Pimples, Blackheads, Scurring,,,,,,,,,,,,,
